programid	title	genre	channel	broadcasttime	period	country	director
60138	수선화	국내드라마	MBC			한국	
60139	엄마의 일기	국내드라마	KBS1			한국	
60140	여자의 강	국내드라마	KBS2			한국	
60141	행복의 계단	국내드라마	KBS1			한국	
60142	지옥의 레이스 BULL RUN	연예/오락					
60143	듀라라라!!	애니메이션					
60144	Hot Shot 시즌2	연예/오락					
60146	청춘일기	국내드라마	KBS2			한국	
60147	산하	국내드라마	KBS1			한국	
60148	박경림의 오! 해피데이	연예/오락					
60149	뮤직뱅크 파리공연	기타	KBS2	토 23시 05분		한국	
60150	스파이더맨	해외드라마					
60151	가족의 노래	해외드라마					
60152	환야	해외드라마					
60153	오은영의 행복한 아이	시사교양	SBS	토 08시 45분		한국	
60154	뮤직 스캐너 The Code	연예/오락					
60155	파우더 룸	연예/오락					
60156	I'm Real 여진구	연예/오락					
60157	루터 시즌 2	해외드라마					
60158	사랑의 조건	국내드라마	KBS2			한국	
60159	꽃바람	국내드라마	KBS2			한국	
60160	꽃가마	국내드라마	KBS2			한국	
60161	형사	국내드라마	KBS1			한국	
60162	눈동자	국내드라마	KBS2			한국	
60163	스탠바이	연예/오락	MBC	월 ~ 금 19시 45분		한국	
60164	4일간의 사랑	국내드라마	MBC	월, 화 22시 00분		한국	
60165	나는 가수다Ⅱ	연예/오락	MBC	일 18시 20분		한국	
60166	TV 문학관 강산무진	국내드라마	KBS1	금 23시 30분		한국	
60167	슈퍼스타K 시즌4	연예/오락					
60168	가족사진	국내드라마	SBS	수, 목 21시 55분		한국	
60169	경찰견 빙고	해외드라마					
60170	인생에서 가장 빛나는 시간	국내드라마	KBS2	일 23시 30분		한국	
60171	노코멘트	연예/오락					
60172	금남의 집	국내드라마	KBS2			한국	
60173	보드워크 엠파이어 시즌 2	해외드라마					
60174	지금 평양에선	국내드라마	KBS1			한국	
60175	개성상인	국내드라마	KBS2			한국	
60176	에피소드 시즌 1	해외드라마					
60177	에피소드 시즌 2	해외드라마					
60178	너스 재키 시즌 3	해외드라마					
60179	싱글네 벙글네	국내드라마	KBS2			한국	
60180	너스 재키 시즌 4	해외드라마					
60181	바위골 사람들	국내드라마	KBS1			한국	
60182	루이 시즌 2	해외드라마					
60183	루이 시즌 3	해외드라마					
60184	물망초	국내드라마	KBS2			한국	
60185	업스테어즈 다운스테어즈 시즌 1	해외드라마					
60186	업스테어즈 다운스테어즈 시즌 2	해외드라마					
60187	러브 포 에브리원 더 플랜	시사교양					
60188	대박코드777	연예/오락					
60189	어떤 여자	국내드라마					
60190	고쇼	연예/오락	SBS	금 23시 05분		한국	
60191	중국, 어디까지 가봤니	시사교양					
60192	21세기 가족	연예/오락					
60193	천사의 로맨스	해외드라마					
60194	남희석의 52+	연예/오락					
60195	생방송 정보쇼 베스트 70	시사교양	OBS 경인TV	월 ~ 금 18시 35분		한국	
60196	롤러코스터 시즌2	연예/오락					
60197	공부의 비법 시즌2	연예/오락					
60198	추정유죄	해외드라마					
60199	김동건의 한국 한국인	시사교양					
60200	리갈 하이	해외드라마					
60201	아타루	해외드라마					
60202	현장르포 제3지대	시사교양	KBS1	화 24시 00분		한국	
60203	B-Boy Hot Battle	연예/오락					
60204	소망	국내드라마	KBS1			한국	
60205	새댁	국내드라마	KBS2			한국	
60206	매천야록	국내드라마	KBS2			한국	
60207	신부일기	국내드라마	MBC			한국	
60208	어웨이크	해외드라마					
60209	달리는 사람들	국내드라마	KBS1			한국	
60210	순영의 시대	국내드라마					
60211	벼랑위의 사람들	국내드라마	KBS1			한국	
60212	포도대장	국내드라마	KBS2			한국	
60213	천과 지	국내드라마	KBS1			한국	
60214	TV소설 은하수	국내드라마	KBS1			한국	
60215	시효인간	국내드라마	KBS1			한국	
60216	대지의 팡파레	해외드라마					
60217	삼국지	해외드라마	KBS2	월, 화 24시 35분		중국	
60218	아랑 사또전 (가제)	국내드라마	MBC	수, 목 21시 55분			
60219	차씨 마을	국내드라마	KBS1			한국	
60220	북청 물장수	국내드라마	KBS2			한국	
60221	뚝쇠 장군	국내드라마	KBS1			한국	
60222	은하의 꿈	국내드라마	KBS1			한국	
60223	똑순이 만세	국내드라마	KBS1			한국	
60224	미래일기-어나더:월드-	해외드라마					
60225	강철본색	국내드라마	KBS2	일 23시 30분		한국	
60226	글로벌 프로젝트 나눔	시사교양	EBS	월 22시 40분		한국	
60227	고소영의 행복한 파티	시사교양					
60229	일자리 119	시사교양	KBS1	토 15시 00분		한국	
60230	와일드스트리트	해외드라마					
60231	MC는 괴로워	연예/오락					
60232	인간탐구 욕망 황금	시사교양	EBS	월, 화, 수 21시 50분		한국	
60233	아름다운 소원	시사교양	EBS	월, 화 06시 30분		한국	
60234	역사특강	시사교양	EBS	월, 화 24시 35분		한국	
60235	헬스 투데이	시사교양	EBS	월 ~ 금 06시 00분		한국	
60236	배움 너머	시사교양	EBS	월, 화, 수 15시 00분		한국	
60237	함께하는 한국어	시사교양	EBS	월 ~ 목 14시 30분		한국	
60238	뽀롱뽀롱 뽀로로 시즌4	애니메이션	EBS	수, 목 07시 45분		한국	
60239	문명의 기억 지도	시사교양	KBS1	토, 일 20시 00분		한국	
60240	위대한 밥상	시사교양					
60241	K - DOC 2012	시사교양	KBS1	토, 일 20시 00분		한국	
60242	이카로스의 꿈	시사교양	KBS1	토 21시 40분		한국	
60243	슈퍼 피쉬	시사교양	KBS1			한국	
60244	공부하는 인간 - 호모 아카데미쿠스	시사교양	KBS1			한국	
60245	칼라바	연예/오락					
60246	범죄감식반 시즌 3	해외드라마					
60247	은하수	국내드라마	KBS1			한국	
60248	결혼 7년	국내드라마	KBS2			한국	
60249	너는 누구냐	국내드라마	KBS2			한국	
60250	꾀돌이 삼총사	국내드라마	KBS2			한국	
60251	남매	국내드라마	KBS2			한국	
60252	깨미 시즌3	애니메이션					
60253	빅	국내드라마	KBS2	월, 화 21시 55분		한국	
60254	특명전대 고버스터즈	해외드라마					
60255	아이두 아이두	국내드라마	MBC	수, 목 21시 55분		한국	
60256	선생님이 달라졌어요 시즌2	시사교양	EBS			한국	
60257	내 어머니, 당신 어머니	국내드라마					
60258	명탐정 코난 10기	애니메이션					
60259	빙 휴먼 시즌 2	해외드라마					
60260	형사기동대	국내드라마	KBS2			한국	
60261	비잉 휴먼 시즌 4	해외드라마					
60262	노장불패	시사교양	KBS2	토 06시 00분		한국	
60263	신예리 & 강찬호의 직격토크-나는누구냐	시사교양					
60264	매드 맨 시즌 5	해외드라마					
60265	아하! 전도풍선아트	시사교양					
60266	최옥주의 꿈꾸는 풍선아트	시사교양					
60267	애적밀방	해외드라마					
60268	악몽	해외드라마					
60269	혈색상서	해외드라마					
60270	스캔들	해외드라마					
60271	리얼 인터뷰 통	시사교양	TBC 대구방송	금 24시 15분		한국	
60272	만황지왕	해외드라마					
60273	제너럴 호스피털	해외드라마					
60274	남심여심	연예/오락	MBC	일 18시 10분		한국	
60275	꿈엔들	연예/오락	MBC	일 17시 00분		한국	
60276	2012 탑 기어 코리아	연예/오락					
60277	다이아몬드 걸	연예/오락					
60278	성공! 인생 후반전	시사교양	EBS	수 06시 30분		한국	
60279	어머니 전	시사교양	EBS	금 22시 40분		한국	
60280	순 우리말 사전	시사교양	EBS	목 15시 00분		한국	
60281	신화방송	연예/오락					
60282	풍화설월	해외드라마					
60283	대당쌍룡전	해외드라마					
60284	TV소설 은아의 뜰	국내드라마	KBS1			한국	
60285	시크릿 엔젤	해외드라마					
60286	미각스캔들	시사교양					
60287	날개달린 아이들	국내드라마	KBS2			한국	
60288	좋은 사람	해외드라마					
60289	HELLO! 러시아	연예/오락					
60290	별도 달도 따줄게	국내드라마	KBS1	월 ~ 금 20시 25분		한국	
60291	인현왕후의 남자	국내드라마					
60292	Homme 4.0	시사교양					
60293	리얼 클로즈	해외드라마					
60294	SNL 코리아 시즌2	연예/오락					
60295	몬스터	국내드라마					
60296	어프로프리어트 어덜트	해외드라마					
60297	히어로는 슈트를 입는다	연예/오락					
60298	노을빛으로 물드는 언덕	애니메이션					
60299	큰언니	국내드라마	MBC			한국	
60300	샤이닝 블레이드 하츠	애니메이션					
60301	사랑을 위하여	국내드라마	MBC			한국	
60302	꾸러기	국내드라마	MBC			한국	
60303	갈매기 처녀	국내드라마	KBS2			한국	
60304	표적	국내드라마	KBS1			한국	
60305	정오의현장	시사교양					
60307	자금성	해외드라마					
60308	언더커버	해외드라마					
60309	디보와 노래해요	애니메이션	EBS	수 09시 10분		한국	
60310	유령	국내드라마	SBS	수, 목 21시 55분		한국	
60311	루트사람사이	시사교양					
60312	심궁첩영	해외드라마					
60313	황혼소녀 X 아무네지아	애니메이션					
60314	빙과	애니메이션					
60315	슈파 닌자	해외드라마					
60316	전국 컬렉션	애니메이션					
60317	TV소설 당신	국내드라마	KBS1			한국	
60318	춘향전	국내드라마	KBS2			한국	
60319	사랑 그리고 이별	국내드라마	KBS2			한국	
60320	TV 시민세상	시사교양	부산 MBC	월 ~ 금 17시 10분		한국	
60321	협녀틈천관	해외드라마					
60322	소십일랑	해외드라마					
60323	포도나무	해외드라마					
60324	양귀비비사	해외드라마					
60325	여와전설지령주	해외드라마					
60326	청춘선율	해외드라마					
60327	액셀월드	애니메이션					
60328	천사적행복	해외드라마					
60329	길 잃은 고양이 오버런!	애니메이션					
60330	한글친구 아라차 시즌2	시사교양	EBS	금 08시 10분		한국	
60331	얼라이브 빅뱅	기타	SBS	금 18시 20분		한국	
60332	언내추럴 히스토리	해외드라마					
60333	브레이크아웃 킹즈 시즌 2	해외드라마					
60334	네서세리 러프니스 시즌 1	해외드라마					
60335	동물의 세계	시사교양	KBS1	월 ~ 금 17시 20분			
60336	특별생방송 교육기부, 미래를 바꾼다	시사교양	KBS1	금 10시 00분		한국	
60337	선물 공룡 디보 시즌2	애니메이션	EBS	일 07시 30분		한국	
60338	더 볼드 앤 더 뷰티풀	해외드라마					
60339	있기없기	연예/오락	KBS2	일 21시 05분		한국	
60340	참으show	연예/오락	KBS2	일 21시 15분		한국	
60341	한국음식을 말하다	시사교양	EBS	월, 화, 수 21시 50분		한국	
60342	세계의 무형 문화 유산	시사교양	EBS	금 19시 35분		한국	
60343	컵케이크 워 시즌3	연예/오락					
60344	인형극장 옛날 옛날에	시사교양	EBS	금 09시 00분		한국	
60345	노해가격	해외드라마					
60346	우주형제	애니메이션					
60347	비색의 조각	애니메이션					
60348	제트맨	애니메이션					
60349	보스	해외드라마					
60350	내 인생의 단비	국내드라마	SBS	월 ~ 금 08시 30분		한국	
60351	퀸즈 블레이드 리벨리온	애니메이션					
60352	죄와 벌	해외드라마					
60353	메다카 박스	애니메이션					
60354	거침없이 와인드 UP	연예/오락					
60355	올리브 쇼	시사교양					
60356	임팩트	해외드라마					
60357	골든타임	국내드라마	MBC	월, 화 21시 55분		한국	
60358	더 체어 코리아 시즌2	연예/오락					
60359	끝장대결! 창과방패	연예/오락					
60360	너와 나 2기	애니메이션					
60361	유레카 7 AO	애니메이션					
60362	디 아워	해외드라마					
60363	츠리타마	애니메이션					
60364	언덕길의 아폴론	국내드라마					
60365	쿠로코의 농구	애니메이션					
60366	송용진 라리사의 박물관 탐구생활	시사교양					
60367	천사의 선택	국내드라마	MBC	월 ~ 금 07시 50분		한국	
60368	사립바카레아고교	해외드라마					
60369	딸이 더 좋아	국내드라마	KBS1			한국	
60370	홍콩 강력반	해외드라마					
60371	은하로 킥오프	애니메이션					
60372	이것은 좀비입니까?	애니메이션					
60373	스타일 로그	시사교양					
60374	이것은 좀비입니까? OTD	애니메이션					
60375	사생결단 시집살이	국내드라마					
60376	여기저기	애니메이션					
60377	산카레아	애니메이션					
60378	여름색 기적	애니메이션					
60379	더 쇼 올뉴 케이팝	연예/오락					
60380	페이트 제로 2기	애니메이션					
60381	열쇠가 잠긴 방	해외드라마					
60382	파파돌!	해외드라마					
60383	내 생애 마지막 오디션	연예/오락	KBS2			한국	
60384	우폿테!!	애니메이션					
60385	수수께끼 그녀 X	애니메이션					
60386	기어와라! 냐루코양	애니메이션					
60387	요르문간드	애니메이션					
60388	사키	애니메이션					
60389	사키 아치카편	애니메이션					
60390	파이 브레인-신의 퍼즐	애니메이션					
60391	해빙기의 아침	국내드라마	SBS			한국	
60392	로봇 알포	애니메이션	MBC	월, 화 16시 30분			
60393	지금바로	연예/오락					
60394	이효리의 소셜클럽 골든12	시사교양					
60395	슈퍼커플 다이어리	연예/오락					
60396	얼짱TV	연예/오락					
60397	미스트리스	해외드라마					
60398	GCB	해외드라마					
60399	엠마	해외드라마					
60400	新 자산어보 청어	시사교양	EBS	월 21시 50분		한국	
60401	풍경이 있는 세계 명화 산책	시사교양					
60402	마이돌	연예/오락					
60403	러브 어게인	국내드라마					
60404	빈티매직	연예/오락					
60405	사랑해, I love you...	국내드라마					
60406	RUN60	해외드라마					
60407	엔드롤 전설의 아버지	해외드라마					
60408	워킹 데드 시즌 3	해외드라마					
60409	뉴이스트 상륙작전	연예/오락					
60410	신 오미야씨	해외드라마					
60411	좋은걸 어떡해	국내드라마	SBS			한국	
60412	무코다 쿠니코 이노센트	해외드라마					
60413	아침 드라마 살인사건	해외드라마					
60414	우메짱선생	해외드라마					
60415	매직 시티	해외드라마					
60416	해피엔딩	국내드라마					
60417	MIB의 W사관학교	연예/오락					
60418	나는 순이다	연예/오락					
60419	연예스테이션 W	연예/오락					
60420	유루메이츠	애니메이션					
60421	킹덤	애니메이션					
60422	AKB0048	애니메이션					
60423	속임 - 대행 여배우 마키 -	해외드라마					
60424	양지의 나무	해외드라마					
60425	쿠로효 2 용과 같이 아수라편	해외드라마					
60426	부릉! 부릉! 브루미즈 시즌2	애니메이션	EBS	월, 화 08시 30분		한국	
60427	반장 5 - 경시청 아즈미 반장	해외드라마					
60428	어린왕자	애니메이션	EBS	월, 화 07시 00분			
60429	숲속대장 룰루	애니메이션	EBS	수, 목 09시 45분			
60430	꿈꾸는 광고제작소	연예/오락					
60431	행복배달부 팻아저씨	애니메이션	EBS	금 09시 40분			
60432	뛰뛰빵빵올리	애니메이션	EBS	월, 화 09시 30분		총 26부작	
60433	꼬마버스 타요 시즌2	애니메이션	EBS	수, 목 08시 30분		한국	
60434	지식 콘서트	시사교양					
60435	리얼다큐 숨	시사교양					
60436	사노라면	시사교양					
60437	꼬마 자동차 붕붕	애니메이션	EBS	금 10시 00분			
60438	로보카 폴리 시즌2	애니메이션	EBS			한국	
60439	별별소녀 게임토픽	연예/오락					
60440	한낮의 GG	연예/오락					
60441	37세에 의사가 된 나 ~ 연수의 순정 이야기 ~	해외드라마					
60442	개구리 왕녀님	해외드라마					
60443	스프 카레	해외드라마					
60444	클레오파트라인 여자들	해외드라마					
60445	네코벤 ~ 시체의 몸값 ~	해외드라마					
60446	캣츠 앤 독스	연예/오락					
60447	막돼먹은 영애씨 시즌10	국내드라마					
60448	못 말리는 이혼전쟁	국내드라마					
60449	사랑이란 사치가 내게 떨어져 내린 것일까?	해외드라마					
60450	Answer ~ 경시청 검증수사관	해외드라마					
60451	W의 비극	해외드라마					
60452	도시전설의 여자	해외드라마					
60453	방송과의 전쟁	연예/오락	KBS2	일 21시 15분		한국	
60454	마의	국내드라마	MBC	월, 화 21시 55분			
60455	삼색털 고양이 홈즈의 추리	해외드라마					
60456	TV소설 민들레	국내드라마	KBS1			한국	
60457	박봉숙 변호사	국내드라마	SBS			한국	
60458	한번 더 너에게 프로포즈	해외드라마					
60459	청맹	해외드라마					
60460	야에의 벚꽃	해외드라마					
60461	인 플레인 사이트 시즌 4	해외드라마					
60462	인 플레인 사이트 시즌 5	해외드라마					
60463	코먼 로	해외드라마					
60464	행복삼과성	해외드라마					
60465	트로트가 간다	연예/오락					
60466	맛있는 여행	시사교양					
60467	향전주향애주	해외드라마					
60468	마법의 왕	연예/오락					
60469	서울 임사부	해외드라마					
60470	심리 버라이어티 쇼 1억의 초대	연예/오락	KBS2	화, 수 23시 15분		한국	
60471	두리둥실 뭉게공항	애니메이션	KBS2	토 07시 40분		한국	
60472	수망적천공	해외드라마					
60473	편편애상니	해외드라마					
60474	질수없다	국내드라마					
60475	현장르포 특종세상	시사교양					
60476	버스커 버스커 쇼	연예/오락					
60477	태평공주비사	해외드라마					
60478	아하! 과학놀이터	애니메이션					
60479	포켓몬스터 베스트위시 2기	애니메이션					
60480	서시비사	해외드라마					
60481	wanna B	연예/오락					
60482	지구에서 달까지	해외드라마					
60483	CARE 2	시사교양	KBS1	금 19시 30분			
60484	피쉬와 칩스	애니메이션	KBS1	토 14시 30분		총 26부작	
60485	대풍수	국내드라마	SBS			한국	
60486	서바이벌 스타오디션	연예/오락	KBS2	일 23시 25분		한국	
60487	영웅일기	국내드라마	SBS			한국	
60488	대막요	해외드라마					
60489	정충악비	해외드라마					
60490	서바이벌 오디션 K팝스타 시즌2	연예/오락	SBS			한국	
60491	벤트	해외드라마					
60492	TV소설 사랑아 사랑아	국내드라마	KBS2	월 ~ 금 09시 00분		한국	
60494	헌원검지천지흔	해외드라마					
60495	호부전기	해외드라마					
60496	신선곡사건	해외드라마					
60497	교무회의	연예/오락	KBS2	일 21시 15분		한국	
60498	아가능불회애니	해외드라마					
60499	3D의학다큐멘터리 태아	시사교양	KBS1	금 22시 00분		한국	
60500	해필리 디보스드 시즌 1	해외드라마					
60501	해필리 디보스드 시즌 2	해외드라마					
60502	옹정황제의 여인	해외드라마					
60503	천산모설	해외드라마					
60504	여의	해외드라마					
60505	울트라맨 메비우스	해외드라마					
60506	기적의 TV 상담받고 대학가자	시사교양					
60507	더 킬링 시즌 2	해외드라마					
60508	국민영웅	해외드라마					
60509	코미디 빅 리그 시즌3	연예/오락					
60510	백조부인	국내드라마	KBS2			한국	
60511	그대 있음에	국내드라마	KBS2			한국	
60512	어린이 경찰	해외드라마					
60513	관찰카메라 24시간	시사교양					
60514	비오는날 오후	국내드라마	KBS2			한국	
60515	피니와 퍼브	애니메이션					
60516	밀사	해외드라마					
60517	시장사	해외드라마					
60518	아레나	연예/오락	MBC	토 24시 10분		한국	
60519	슈퍼주니어, K-POP의 전설을 꿈꾸다	시사교양	MBC			한국	
60520	아이러브 이태리	국내드라마					
60521	V 세상보기 시시각각	시사교양	MBC	월 ~ 금 21시 30분		한국	
60522	물무늬	국내드라마	KBS1			한국	
60523	아시아 대평원	시사교양	EBS	월, 화, 수 21시 50분		한국	
60524	추적자 THE CHASER	국내드라마	SBS	월, 화 21시 55분		한국	
60525	알록달록 종이마을	애니메이션	KBS2	월 17시 00분		한국	
60526	비밀남녀	국내드라마	MBC			한국	
60528	우리들의 넝쿨	국내드라마	SBS			한국	
60529	페이즈	해외드라마					
60530	그리고 파티는 끝났다	해외드라마					
60531	코미디톡리그	연예/오락					
60532	별들의 합창	국내드라마	EBS	금 18시 00분		한국	
60533	기막힌 외출 네버다이	연예/오락					
60534	부모가 달라졌어요	시사교양	EBS	월 19시 35분		한국	
60535	달라졌어요	시사교양	EBS	월 ~ 목 19시 35분		한국	
60536	부부가 달라졌어요	시사교양	EBS	화 19시 35분		한국	
60537	고부가 달라졌어요	시사교양	EBS	수 19시 35분		한국	
60538	상사가 달라졌어요	시사교양	EBS	목 19시 35분		한국	
60539	성공신화 시크릿	시사교양					
60540	산사수지련	해외드라마					
60541	간큰남자	국내드라마	KBS2			한국	
60542	아규왕토지	해외드라마					
60543	소오강호 2012	해외드라마					
60544	AA제생활	해외드라마					
60545	세이디 시즌 1	해외드라마					
60546	전처적차참	해외드라마					
60547	세이디 시즌 2	해외드라마					
60548	제19대 국회의원선거 개표방송 선택300	기타	KBS1	수 17시 00분		한국	
60551	2012 국민의 선택	기타	SBS	수 16시 00분		한국	
60552	꿈의 웨딩드레스	시사교양	KBS1	일 22시 30분		한국	
60553	아녀정갱장	해외드라마					
60554	특별작전명 동해를 구출하라	시사교양	KBS1	화 22시 00분		한국	
60555	수상한 가족	국내드라마					
60556	선택 2012 제19대 국회의원 총선거 개표방송	기타	MBC	수 17시 00분		한국	
60557	재동이	국내드라마	SBS			한국	
60558	K-POP 스타 세계를 홀리다	시사교양	MBC	토 24시 20분		한국	
60559	파워레인저 트리플포스	시사교양					
60560	B.A.P 다이어리	연예/오락					
60561	국회의원 정치성 실종사건	국내드라마	KBS2	일 23시 45분		한국	
60562	아이 러브 베이스볼 시즌4	연예/오락					
60563	한국인 탐구생활	연예/오락					
60564	왜?	연예/오락					
60565	총 맞은 것처럼	연예/오락					
60566	닥치고! 꽃남	연예/오락					
60567	댄싱 위드 더 스타 시즌 2	연예/오락	MBC	금 21시 55분		한국	
60568	매혹의 에너지, 색	시사교양	EBS				
60569	아녀정장	해외드라마					
60570	이케부쿠로 웨스트 게이트 파크 - 스프의 회	해외드라마					
60571	바람을 향한 인류의 진화 목포대교	시사교양	EBS				
60572	한국 프로야구 레전드 10인	국내드라마					
60573	살아 있는 생태 박물관, 북술라웨시	시사교양	EBS			한국	
60574	반쪽이네	국내드라마	KBS2			한국	
60575	세계 자연유산	시사교양	EBS				
60576	2012 베이스볼 투나잇 야	연예/오락					
60577	타다! 잇츠 타히티	연예/오락					
60578	수학 대기획2 사라진 천재수학자	시사교양	EBS			한국	
60579	영상무예도보통지	시사교양	EBS				
60580	화류성	해외드라마					
60581	자연다큐멘터리 흙	시사교양	EBS			한국	
60583	감성여행 쉼표	시사교양	SBS	금 18시 30분		한국	
60584	우야화	해외드라마					
60585	생명의 섬, 팔라완	시사교양	EBS			한국	
60587	반숙연인	해외드라마					
60588	미저리 2012	연예/오락	SBS	토 24시 00분		한국	
60589	승부의 신	연예/오락	MBC			한국	
60590	유희왕 2기	애니메이션					
60591	유희왕 3기	애니메이션					
60592	더 게임	해외드라마					
60593	유희왕 4기	애니메이션					
60594	박재희의 손자병법과 21세기	시사교양	EBS			한국	
60595	날아라 호빵맨 4기	애니메이션					
60596	천일야화	국내드라마	SBS			한국	
60597	날아라 호빵맨 5기	애니메이션					
60598	TV소설 길	국내드라마	KBS1			한국	
60599	도올 김용옥의 알기쉬운 동양고전	시사교양	EBS			한국	
60600	생동하는 인문학, 얼찬 사람 알찬 생각	시사교양	EBS			한국	
60601	건강예찬! 이상구 박사의 유전자 건강법	시사교양	EBS			한국	
60602	한국인물사 연속특강	시사교양	EBS			총 36부작	
60603	EBS 기획시리즈	시사교양	EBS			한국	
60604	국민성공시대, 성공학 특강	시사교양	EBS			한국	
60605	성태용의 주역과 21세기	시사교양	EBS			한국	
60606	김홍경이 말하는 동양의학	시사교양	EBS			한국	
60607	류태영이 말하는 탈무드의 지혜	시사교양	EBS			한국	
60608	메디컬특강 건강SOS	시사교양	EBS			한국	
60609	최완수의 우리미술 바로보기	시사교양	EBS			한국	
60610	윤천근이 말하는 영원한 스승 퇴계	시사교양	EBS			한국	
60611	아기성장 보고서	시사교양	EBS			한국	
60612	귀향	국내드라마	KBS1			한국	
60613	패스포트	해외드라마					
60614	닥치고 패밀리	연예/오락	KBS2	월 ~ 금 19시 45분		한국	
60615	내딸 소영이 (가제)	국내드라마	KBS2	토, 일 19시 55분		한국	
60616	TV소설 누나의 거울	국내드라마	KBS1			한국	
60617	오 마이갓 시즌1	연예/오락					
60618	Appeal	연예/오락					
60619	인훈일기	해외드라마					
60620	리벤지	해외드라마					
60622	첫사랑	해외드라마					
60623	음악의 신	연예/오락					
60624	가족의 비밀	시사교양					
60625	행복한 아침	국내드라마	KBS2			한국	
60626	수래사후마	해외드라마					
60627	애상교극력	해외드라마					
60628	디펜스 리포트 2012	시사교양					
60629	우리가족	시사교양	EBS				
60630	어머니의 노래	국내드라마	KBS1			한국	
60631	그대 없인 못살아	국내드라마	MBC	월 ~ 금 20시 15분		한국	
60632	지리산	국내드라마	KBS1			한국	
60633	원효대사	국내드라마	KBS1			한국	
60634	우리 동네	국내드라마	KBS1			한국	
60635	꽃밭에서	국내드라마	KBS2			한국	
60636	5월의 여행	국내드라마	KBS2			한국	
60637	씨크릿 No.1	연예/오락					
60638	MAKING THE STAR DSP BOYZ	연예/오락					
60639	코치 시즌 1	해외드라마					
60640	마이 슈퍼 스위트 파티 시즌2	연예/오락					
60641	슈퍼맨 하늘을 날다	국내드라마	KBS2	금 14시 40분		한국	
60642	막이래쇼 : 무작정탐험대 시즌3	연예/오락					
60643	당신은 왜 결혼하지 못 했을까?	국내드라마					
60644	윤여준의 정치 차차차	시사교양					
60645	체인지 디바 시즌 4	해외드라마					
60646	사심연구소	연예/오락					
60647	아네고 (누님) 스페셜	해외드라마					
60648	웰컴 투 사자성어	연예/오락					
60649	콘서트 울림	연예/오락	OBS 경인TV			한국	
60650	레알 TV	연예/오락					
60651	질주	국내드라마	SBS			한국	
60652	통쾌하다 스포츠	연예/오락	OBS 경인TV	월 ~ 금 20시 30분		한국	
60653	OBS 생방송 토론합시다	시사교양	OBS 경인TV	목 24시 05분		한국	
60654	청실홍실	국내드라마	KBS1			한국	
60655	셋방살이	국내드라마	KBS1			한국	
60656	어린왕자	국내드라마	KBS2			한국	
60657	머니토크 주식을 지켜라	시사교양	OBS 경인TV	월 ~ 금 14시 10분		한국	
60658	누룽지 선생과 감자 일곱 개	국내드라마	KBS1			한국	
60659	W의 비극	해외드라마					
60660	황비홍의 여인	해외드라마					
60661	청춘사십	해외드라마					
60662	아비서기	해외드라마					
60663	그래도 당신	국내드라마	SBS	월 ~ 금 19시 20분		한국	
60664	내일은 맑음	국내드라마	KBS1			한국	
60665	링크	시사교양	EBS	월, 화, 수 21시 50분		한국	
60666	여자는 어디에 머무는가	국내드라마	KBS2			한국	
60667	러브액츄얼리	연예/오락					
60668	지붕 위의 남자	국내드라마	KBS1			한국	
60669	추적르포 사라진 가족 시즌2	연예/오락					
60670	스타 인터뷰	연예/오락					
60671	실험카메라 OOPS	연예/오락					
60672	르포랭킹 사건사고 TOP5	시사교양					
60673	소홍안	해외드라마					
60674	심야병원 기적의 응급실	연예/오락					
60675	2012 어린이에게 새생명을	기타	MBC	토 13시 50분		한국	
60676	이유리의 새댁상차림	시사교양					
60677	강타의 파스타 에 바스타	시사교양					
60678	꽃미남 이기우의 라면레시피	시사교양					
60679	최화정의 아침밥상	시사교양					
60680	윤건의 월드in키친	시사교양					
60681	영애씨의 손님상 차림	시사교양					
60682	정보석의 주얼리하우스	연예/오락	MBC	목 23시 10분		한국	
60683	이하늬의 비건 레시피	시사교양					
60684	코리안 뮤직 웨이브 인 방콕 2012	기타	MBC	토 23시 00분		한국	
60685	송윤아 푸드에세이 EXCLUSIVE	시사교양					
60686	이다희의 장맛레시피	시사교양					
60687	알렉스의 로맨틱 레시피	시사교양					
60688	창민의 2AM 레시피	시사교양					
60689	강성연의 스파이시 레시피	시사교양					
60690	방과후는 미스터리와 함께	해외드라마					
60691	독자	해외드라마					
60692	차칸남자	국내드라마	KBS2	수, 목 21시 55분		한국	
60693	TV소설 모정의 강	국내드라마	KBS1			한국	
60694	위스키와 돼지갈비	국내드라마	KBS1			한국	
60695	오 해피데이	국내드라마	KBS2			한국	
60696	아름다운 비밀	국내드라마	KBS2			한국	
60697	색색광고	연예/오락					
60698	빅재미, 진상 월드컵 TOP 20 시즌4	연예/오락					
60699	바나나를 탄 끼끼	시사교양	EBS			한국	
60700	7번가의 기적	연예/오락					
60701	웹 테라피 시즌 1	해외드라마					
60702	꼬마네꼬의 호기심 많은 고양이	애니메이션					
60703	꼬마네꼬 크리스마스 스페셜 : 잃어버린 선물	애니메이션					
60704	웹 테라피 시즌 2	해외드라마					
60705	프랭클린 앤 배쉬 시즌 1	해외드라마					
60706	프랭클린 앤 배쉬 시즌 2	해외드라마					
60707	네서세리 러프니스 시즌 2	해외드라마					
60708	아빠와 아들	연예/오락	KBS2	일 21시 15분		한국	
60709	야왕	국내드라마	SBS			한국	
60710	위대한 비행	시사교양	KNN 부산경남방송	수 23시 00분		한국	
60711	분애분애니	해외드라마					
